date,latitude,longitude,uv-index
2020-01-13 12:00:00,-36,112,12.52
2020-01-13 12:00:00,-36,116,12.34
2020-01-13 12:00:00,-36,120,12.24
2020-01-13 12:00:00,-36,124,12.46
2020-01-13 12:00:00,-36,128,12.48
2020-01-13 12:00:00,-32,112,14.23
2020-01-13 12:00:00,-32,116,14.5
2020-01-13 12:00:00,-32,120,14.55
2020-01-13 12:00:00,-32,124,14.19
2020-01-13 12:00:00,-32,128,14.06
2020-01-13 12:00:00,-28,112,14.97
2020-01-13 12:00:00,-28,116,15.79
2020-01-13 12:00:00,-28,120,15.96
2020-01-13 12:00:00,-28,124,15.02
2020-01-13 12:00:00,-28,128,14.92
2020-01-13 12:00:00,-24,112,15.26
2020-01-13 12:00:00,-24,116,15.31
2020-01-13 12:00:00,-24,120,16.49
2020-01-13 12:00:00,-24,124,16.46
2020-01-13 12:00:00,-24,128,16.18
2020-01-13 12:00:00,-20,112,16.07
2020-01-13 12:00:00,-20,116,15.87
2020-01-13 12:00:00,-20,120,15.45
2020-01-13 12:00:00,-20,124,15.17
2020-01-13 12:00:00,-20,128,15.47
2020-01-13 12:00:00,-16,112,15.79
2020-01-13 12:00:00,-16,116,16.16
2020-01-13 12:00:00,-16,120,15.72
2020-01-13 12:00:00,-16,124,15.75
2020-01-13 12:00:00,-16,128,15.52
2020-01-13 12:00:00,-12,112,14.12
2020-01-13 12:00:00,-12,116,13.98
2020-01-13 12:00:00,-12,120,14.2
2020-01-13 12:00:00,-12,124,14.73
2020-01-13 12:00:00,-12,128,14.65
2020-01-14 12:00:00,-36,112,13.27
2020-01-14 12:00:00,-36,116,13.14
2020-01-14 12:00:00,-36,120,12.93
2020-01-14 12:00:00,-36,124,13.45
2020-01-14 12:00:00,-36,128,13.02
2020-01-14 12:00:00,-32,112,15.01
2020-01-14 12:00:00,-32,116,15.61
2020-01-14 12:00:00,-32,120,15.46
2020-01-14 12:00:00,-32,124,14.39
2020-01-14 12:00:00,-32,128,13.91
2020-01-14 12:00:00,-28,112,15.18
2020-01-14 12:00:00,-28,116,15.23
2020-01-14 12:00:00,-28,120,14.46
2020-01-14 12:00:00,-28,124,15.17
2020-01-14 12:00:00,-28,128,15.21
2020-01-14 12:00:00,-24,112,15.61
2020-01-14 12:00:00,-24,116,15.66
2020-01-14 12:00:00,-24,120,15.78
2020-01-14 12:00:00,-24,124,15.97
2020-01-14 12:00:00,-24,128,15.74
2020-01-14 12:00:00,-20,112,15.54
2020-01-14 12:00:00,-20,116,15.18
2020-01-14 12:00:00,-20,120,15.31
2020-01-14 12:00:00,-20,124,15.52
2020-01-14 12:00:00,-20,128,16.08
2020-01-14 12:00:00,-16,112,14.93
2020-01-14 12:00:00,-16,116,14.89
2020-01-14 12:00:00,-16,120,15.39
2020-01-14 12:00:00,-16,124,14.8
2020-01-14 12:00:00,-16,128,15.09
2020-01-14 12:00:00,-12,112,14.26
2020-01-14 12:00:00,-12,116,13.79
2020-01-14 12:00:00,-12,120,14.29
2020-01-14 12:00:00,-12,124,14.51
2020-01-14 12:00:00,-12,128,14.18
2020-01-15 12:00:00,-36,112,13.41
2020-01-15 12:00:00,-36,116,13.3
2020-01-15 12:00:00,-36,120,13.51
2020-01-15 12:00:00,-36,124,13.38
2020-01-15 12:00:00,-36,128,12.52
2020-01-15 12:00:00,-32,112,14.89
